Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Promo_Intensity,Customer_Footfall,Stockout_Rate,Competitor_Count,Store_Type,Region,Holiday_Score,Date_2024
5,2024-08-19,303643.84,0,89.35,3.554,216.2311855,6.529,0.59,4152,0.45,9,B,East,1,2024-08-19
5,2024-08-26,310338.17,0,89.18,3.523,216.2950176,6.529,0.75,3728,0.21,8,A,North,1,2024-08-26
5,2024-09-02,315645.53,0,90.38,3.533,216.3588498,6.529,0.43,4024,0.01,3,B,North,2,2024-09-02
5,2024-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,0.13,2329,0.43,9,B,North,10,2024-09-09
5,2024-09-16,278529.71,0,83.55,3.526,216.6033083,6.529,0.28,4486,0.09,5,B,West,2,2024-09-16
5,2024-09-23,291024.98,0,78.01,3.467,216.9396605,6.529,0.36,3155,0.31,6,A,South,2,2024-09-23
5,2024-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,0.65,3890,0.01,4,A,East,0,2024-09-30
5,2024-10-07,309111.47,0,71.64,3.285,217.6123648,6.3,0.57,6477,0.2,10,C,West,3,2024-10-07
5,2024-10-14,286117.72,0,72.36,3.274,217.9237458,6.3,0.36,4185,0.49,7,A,East,3,2024-10-14
5,2024-10-21,306069.18,0,66.9,3.353,218.0852999,6.3,0.99,6938,0.05,2,B,West,0,2024-10-21
5,2024-10-28,307035.11,0,69.27,3.372,218.2468539,6.3,0.61,4317,0.21,7,A,East,4,2024-10-28
5,2024-11-04,353652.23,0,56.71,3.332,218.408408,6.3,0.24,5621,0.15,4,A,East,5,2024-11-04
5,2024-11-11,311906.7,0,60.71,3.297,218.5699621,6.3,0.1,6491,0.45,0,A,South,0,2024-11-11
5,2024-11-18,307944.37,0,64.33,3.308,218.793912,6.3,0.15,4511,0.43,5,A,East,4,2024-11-18
5,2024-11-25,507900.07,1,61.93,3.236,219.0428204,6.3,0.25,2449,0.12,1,A,West,9,2024-11-25
5,2024-12-02,376225.61,0,51.14,3.172,219.2917287,6.3,0.16,3354,0.04,6,B,East,3,2024-12-02
5,2024-12-09,367433.77,0,44.12,3.158,219.540637,6.3,0.19,7404,0.31,8,B,South,0,2024-12-09
5,2024-12-16,379530.3,0,54.42,3.159,219.7596266,6.3,0.29,7393,0.17,2,B,East,0,2024-12-16
5,2024-12-23,458562.24,0,50.33,3.112,219.9387246,6.3,0.17,3293,0.34,9,A,West,3,2024-12-23
5,2024-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,0.9,4465,0.02,3,C,East,7,2024-12-30
5,2024-01-06,312078.71,0,50.21,3.157,220.2969205,5.943,0.08,5102,0.07,3,C,South,0,2024-01-06
5,2024-01-13,291454.52,0,48.86,3.261,220.4760185,5.943,0.52,3849,0.34,3,A,South,5,2024-01-13
5,2024-01-20,287523.98,0,54.65,3.268,220.5694104,5.943,0.41,5175,0.11,2,C,South,5,2024-01-20
5,2024-01-27,295974.22,0,54.63,3.29,220.6628023,5.943,0.98,6281,0.43,4,A,South,1,2024-01-27
5,2024-02-03,333948.0,0,57.35,3.36,220.7561941,5.943,0.11,5199,0.03,8,B,North,1,2024-02-03
5,2024-02-10,349239.88,1,48.57,3.409,220.849586,5.943,0.4,3233,0.11,10,A,South,6,2024-02-10
5,2024-02-17,356427.98,0,48.25,3.51,221.0106341,5.943,0.97,3437,0.5,7,B,East,4,2024-02-17
5,2024-02-24,312220.47,0,57.75,3.555,221.2224243,5.943,0.87,5352,0.22,9,B,East,5,2024-02-24
5,2024-03-02,359206.21,0,60.66,3.63,221.4342146,5.943,0.82,6030,0.35,1,B,East,5,2024-03-02
5,2024-03-09,347295.6,0,57.69,3.669,221.6460048,5.943,0.26,2252,0.09,8,B,East,3,2024-03-09
5,2024-03-16,339392.54,0,63.55,3.734,221.7989713,5.943,0.17,2018,0.3,9,B,North,5,2024-03-16
5,2024-03-23,321299.99,0,64.44,3.787,221.8735063,5.943,0.67,4759,0.36,1,B,North,4,2024-03-23
5,2024-03-30,331318.73,0,67.76,3.845,221.9480412,5.943,0.93,7255,0.16,6,C,North,1,2024-03-30
5,2024-04-06,402985.7,0,70.4,3.891,222.0225762,5.801,0.56,2222,0.41,4,C,East,1,2024-04-06
5,2024-04-13,351832.03,0,70.56,3.891,222.0971111,5.801,0.57,2002,0.3,6,C,West,3,2024-04-13
5,2024-04-20,330063.06,0,67.33,3.877,222.1512315,5.801,0.28,3259,0.19,4,C,West,1,2024-04-20
5,2024-04-27,324839.74,0,68.96,3.814,222.2053519,5.801,0.77,6949,0.28,5,A,East,2,2024-04-27
5,2024-05-04,360932.69,0,77.1,3.749,222.2594722,5.801,0.19,7584,0.29,7,B,South,1,2024-05-04
5,2024-05-11,333870.52,0,73.45,3.688,222.3135926,5.801,0.32,6323,0.08,0,A,South,5,2024-05-11
5,2024-05-18,336189.66,0,70.45,3.63,222.330443,5.801,0.43,7773,0.2,10,C,East,4,2024-05-18
5,2024-05-25,341994.48,0,78.23,3.561,222.3323853,5.801,0.51,6594,0.17,0,A,South,4,2024-05-25
5,2024-06-01,359867.8,0,79.72,3.501,222.3343277,5.801,0.24,4568,0.2,4,B,South,2,2024-06-01
5,2024-06-08,341704.59,0,81.02,3.452,222.33627,5.801,0.11,3885,0.38,0,A,West,4,2024-06-08
5,2024-06-15,327383.64,0,81.64,3.393,222.3492901,5.801,0.61,7258,0.24,2,A,East,4,2024-06-15
5,2024-06-22,325041.68,0,80.57,3.346,222.3900046,5.801,0.29,3299,0.47,9,A,North,4,2024-06-22
5,2024-06-29,329658.1,0,87.08,3.286,222.4307191,5.801,0.58,4338,0.15,8,B,West,0,2024-06-29
5,2024-07-06,341214.43,0,82.35,3.227,222.4714336,5.603,0.15,3076,0.21,6,A,East,2,2024-07-06
5,2024-07-13,316203.64,0,80.78,3.256,222.5121481,5.603,0.48,5758,0.39,5,B,East,2,2024-07-13
5,2024-07-20,321205.12,0,81.05,3.311,222.5209358,5.603,0.53,5181,0.27,7,C,West,1,2024-07-20
5,2024-07-27,306827.36,0,85.06,3.407,222.5297234,5.603,0.05,6810,0.27,7,B,South,5,2024-07-27
5,2024-08-03,324195.17,0,86.91,3.417,222.5385111,5.603,0.34,2947,0.03,5,A,South,2,2024-08-03
5,2024-08-10,306759.7,0,86.96,3.494,222.5472987,5.603,0.13,5738,0.2,3,C,West,3,2024-08-10
5,2024-08-17,314014.18,0,87.52,3.571,222.6276753,5.603,0.06,4731,0.14,3,B,East,2,2024-08-17
5,2024-08-24,320831.36,0,79.45,3.62,222.7617437,5.603,0.99,6007,0.5,3,A,North,3,2024-08-24
5,2024-08-31,344642.01,0,84.25,3.638,222.8958121,5.603,0.32,2869,0.15,5,B,East,4,2024-08-31
5,2024-09-07,350648.91,1,86.3,3.73,223.0298805,5.603,0.81,7166,0.44,0,B,North,5,2024-09-07
5,2024-09-14,299800.67,0,76.65,3.717,223.1734167,5.603,0.25,2093,0.34,1,B,North,3,2024-09-14
5,2024-09-21,307306.76,0,71.09,3.721,223.3737593,5.603,0.68,4987,0.17,5,A,East,5,2024-09-21
5,2024-09-28,310141.68,0,78.33,3.666,223.5741019,5.603,0.76,6655,0.27,10,B,East,5,2024-09-28
5,2024-10-05,343048.29,0,71.17,3.617,223.7744444,5.422,0.6,3775,0.42,0,B,East,0,2024-10-05
5,2024-10-12,325345.41,0,66.24,3.601,223.974787,5.422,0.47,4260,0.44,8,A,North,5,2024-10-12
5,2024-10-19,313358.15,0,69.17,3.594,224.0192873,5.422,0.41,2435,0.08,5,B,South,4,2024-10-19
5,2024-10-26,319550.77,0,71.7,3.506,224.0378139,5.422,0.35,6947,0.17,6,B,North,3,2024-10-26
6,2024-02-05,1652635.1,0,40.43,2.572,212.6223518,7.259,0.93,6300,0.17,0,B,North,5,2024-02-05
6,2024-02-12,1606283.86,1,40.57,2.548,212.7700425,7.259,0.83,5144,0.02,7,B,North,6,2024-02-12
6,2024-02-19,1567138.07,0,43.58,2.514,212.8161546,7.259,0.97,5587,0.3,4,B,West,0,2024-02-19
6,2024-02-26,1432953.21,0,47.1,2.561,212.845337,7.259,0.12,7195,0.43,4,C,South,4,2024-02-26
6,2024-03-05,1601348.82,0,49.63,2.625,212.8745193,7.259,0.73,2076,0.19,5,B,North,4,2024-03-05
6,2024-03-12,1558621.36,0,58.82,2.667,212.9037017,7.259,0.94,2815,0.37,6,B,North,2,2024-03-12
6,2024-03-19,1693058.91,0,56.55,2.72,212.7351935,7.259,0.18,2767,0.31,6,B,West,1,2024-03-19
6,2024-03-26,1472033.38,0,53.74,2.732,212.533737,7.259,0.07,5685,0.19,4,B,North,3,2024-03-26
6,2024-04-02,1770333.9,0,64.94,2.719,212.3322805,7.092,0.74,2105,0.07,0,C,South,1,2024-04-02
6,2024-04-09,1667181.82,0,66.15,2.77,212.1308239,7.092,0.57,5916,0.35,10,B,North,0,2024-04-09
6,2024-04-16,1519846.36,0,65.68,2.808,211.9942765,7.092,0.84,4873,0.43,8,B,South,0,2024-04-16
6,2024-04-23,1540435.99,0,64.11,2.795,211.9442745,7.092,0.14,5346,0.34,5,C,South,4,2024-04-23
6,2024-04-30,1498080.16,0,68.91,2.78,211.8942725,7.092,0.8,7842,0.01,8,B,East,1,2024-04-30
6,2024-05-07,1619920.04,0,73.68,2.835,211.8442706,7.092,0.2,5148,0.11,10,A,West,3,2024-05-07
6,2024-05-14,1524059.4,0,74.95,2.854,211.8421769,7.092,0.16,5148,0.03,3,B,West,3,2024-05-14
6,2024-05-21,1531938.44,0,74.8,2.826,212.1275324,7.092,0.16,3465,0.29,1,B,West,4,2024-05-21
6,2024-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,0.81,4587,0.38,2,B,East,3,2024-05-28
6,2024-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,0.67,2244,0.06,3,A,East,2,2024-06-04
6,2024-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,0.52,4625,0.42,9,B,South,1,2024-06-11
6,2024-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,0.36,5849,0.28,7,B,West,0,2024-06-18
6,2024-06-25,1640681.88,0,84.2,2.653,212.8641412,7.092,0.88,3405,0.34,2,A,East,3,2024-06-25
6,2024-07-02,1759777.25,0,80.34,2.669,212.746898,6.973,0.39,2981,0.49,7,B,East,3,2024-07-02
6,2024-07-09,1690317.99,0,80.93,2.642,212.6296549,6.973,0.82,7832,0.04,5,B,East,3,2024-07-09
6,2024-07-16,1560120.8,0,83.75,2.623,212.6212163,6.973,0.44,5808,0.45,3,B,South,4,2024-07-16
6,2024-07-23,1585240.92,0,83.9,2.608,212.7578505,6.973,0.38,2141,0.06,6,B,North,0,2024-07-23
6,2024-07-30,1532308.78,0,81.37,2.64,212.8944846,6.973,0.46,2892,0.2,10,B,East,1,2024-07-30
6,2024-08-06,1633241.59,0,86.61,2.627,213.0311188,6.973,0.3,7487,0.43,4,B,East,3,2024-08-06
6,2024-08-13,1547654.98,0,86.83,2.692,213.1677529,6.973,0.75,4399,0.45,4,B,East,2,2024-08-13
6,2024-08-20,1539930.5,0,87.36,2.664,213.1291427,6.973,0.5,6640,0.25,8,A,West,5,2024-08-20
6,2024-08-27,1450766.12,0,85.71,2.619,213.0905324,6.973,0.23,4960,0.3,2,A,West,4,2024-08-27
6,2024-09-03,1510925.32,0,82.15,2.577,213.0519222,6.973,0.9,4199,0.35,9,C,East,1,2024-09-03
6,2024-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,0.38,3469,0.42,3,B,South,5,2024-09-10
6,2024-09-17,1308537.75,0,81.78,2.582,213.0398643,6.973,0.54,4700,0.06,4,B,North,1,2024-09-17
6,2024-09-24,1275591.84,0,76.49,2.624,213.1152886,6.973,0.91,5005,0.41,0,B,West,4,2024-09-24
6,2024-10-01,1328468.89,0,70.69,2.603,213.1907129,7.007,0.62,6858,0.24,6,A,North,5,2024-10-01
6,2024-10-08,1360317.9,0,65.21,2.633,213.2661373,7.007,0.12,5374,0.23,7,B,East,2,2024-10-08
6,2024-10-15,1344580.92,0,68.93,2.72,213.3337977,7.007,0.94,6719,0.21,5,A,West,3,2024-10-15
6,2024-10-22,1332716.53,0,70.97,2.725,213.3820486,7.007,0.63,2655,0.25,8,C,North,2,2024-10-22
6,2024-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,0.33,4768,0.47,2,A,East,4,2024-10-29
6,2024-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,0.14,7343,0.27,1,B,West,2,2024-11-05
6,2024-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,0.79,2042,0.48,4,A,East,4,2024-11-12
6,2024-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,0.62,4311,0.09,8,C,West,5,2024-11-19
6,2024-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,0.53,7122,0.36,10,C,North,8,2024-11-26
6,2024-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,0.89,3660,0.41,0,A,North,1,2024-12-03
6,2024-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,0.79,7387,0.34,0,A,West,1,2024-12-10
6,2024-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,0.15,6691,0.3,9,A,South,4,2024-12-17
6,2024-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,0.31,7108,0.28,2,B,East,1,2024-12-24
6,2024-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,0.25,4224,0.43,9,B,North,10,2024-12-31
6,2024-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,0.74,4110,0.41,2,B,South,2,2024-01-07
6,2024-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,0.03,2957,0.06,4,A,West,2,2024-01-14
6,2024-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,0.57,2560,0.42,3,B,North,3,2024-01-21
6,2024-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,0.76,3330,0.21,5,B,North,4,2024-01-28
6,2024-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,0.88,3312,0.13,7,B,East,1,2024-02-04
6,2024-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,0.34,3821,0.43,7,B,South,8,2024-02-11
6,2024-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,0.82,5002,0.22,10,A,East,4,2024-02-18
6,2024-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,0.11,5403,0.4,3,B,West,1,2024-02-25
6,2024-03-04,1502617.99,0,60.45,3.288,215.3584231,6.858,0.85,7646,0.13,0,B,North,3,2024-03-04
6,2024-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,0.13,6945,0.0,6,B,South,2,2024-03-11
6,2024-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,0.4,7374,0.25,5,A,East,2,2024-03-18
6,2024-03-25,1438465.81,0,70.83,3.473,216.1438163,6.858,0.8,4651,0.05,4,B,South,5,2024-03-25
6,2024-04-01,1459276.77,0,62.25,3.524,216.3841249,6.855,0.15,7629,0.38,3,C,West,0,2024-04-01
6,2024-04-08,1534594.0,0,70.35,3.622,216.6244334,6.855,0.23,3814,0.14,5,C,North,4,2024-04-08
6,2024-04-15,1448797.02,0,73.17,3.743,216.8446627,6.855,0.72,3741,0.22,7,B,South,1,2024-04-15
6,2024-04-22,1639358.93,0,74.24,3.807,217.0146941,6.855,0.72,6701,0.04,5,B,West,0,2024-04-22
6,2024-04-29,1479249.9,0,75.27,3.81,217.1847255,6.855,0.64,5808,0.14,2,B,West,4,2024-04-29
6,2024-05-06,1504651.57,0,65.42,3.906,217.3547569,6.855,0.69,4877,0.39,8,A,North,1,2024-05-06
6,2024-05-13,1453185.65,0,76.95,3.899,217.5247882,6.855,0.54,7582,0.08,2,B,East,3,2024-05-13
6,2024-05-20,1382783.83,0,72.01,3.907,217.2896095,6.855,0.25,5270,0.32,3,A,North,4,2024-05-20
6,2024-05-27,1523979.11,0,80.83,3.786,217.0544307,6.855,0.35,7390,0.46,4,A,North,1,2024-05-27
6,2024-06-03,1705506.29,0,84.01,3.699,216.819252,6.855,0.18,6083,0.34,10,C,South,2,2024-06-03
6,2024-06-10,1598643.65,0,84.49,3.648,216.5840732,6.855,0.91,2745,0.41,1,C,South,4,2024-06-10
6,2024-06-17,1622150.33,0,87.08,3.637,216.5371616,6.855,0.58,2557,0.05,10,C,East,1,2024-06-17
6,2024-06-24,1543365.9,0,85.51,3.594,216.6314502,6.855,0.4,5301,0.13,9,A,West,5,2024-06-24
6,2024-07-01,1694551.15,0,87.0,3.524,216.7257388,6.925,0.46,2941,0.45,10,C,South,2,2024-07-01
6,2024-07-08,1709373.62,0,88.36,3.48,216.8200275,6.925,0.95,6023,0.36,9,A,East,2,2024-07-08
6,2024-07-15,1526801.24,0,88.93,3.575,216.9044732,6.925,0.15,4296,0.32,1,B,North,0,2024-07-15
6,2024-07-22,1526506.08,0,88.06,3.651,216.964312,6.925,0.59,7365,0.33,5,B,West,1,2024-07-22
6,2024-07-29,1483991.05,0,90.22,3.682,217.0241507,6.925,0.51,2939,0.21,1,B,North,0,2024-07-29
6,2024-08-05,1601584.57,0,91.46,3.684,217.0839894,6.925,0.61,3610,0.02,9,C,West,5,2024-08-05
6,2024-08-12,1484995.38,0,90.49,3.638,217.1438281,6.925,0.02,3725,0.39,0,B,South,0,2024-08-12
6,2024-08-19,1493544.04,0,89.26,3.554,217.2069662,6.925,0.87,2984,0.34,7,B,North,3,2024-08-19
6,2024-08-26,1420405.41,0,90.07,3.523,217.2706543,6.925,0.93,3587,0.24,9,A,North,0,2024-08-26
6,2024-09-02,1481618.74,0,91.22,3.533,217.3343423,6.925,0.57,6021,0.45,9,C,West,0,2024-09-02
6,2024-09-09,1483574.38,1,80.21,3.546,217.3980304,6.925,0.7,3336,0.17,0,B,East,10,2024-09-09
6,2024-09-16,1351407.79,0,84.94,3.526,217.5797506,6.925,0.92,7970,0.15,9,B,West,3,2024-09-16
6,2024-09-23,1336044.75,0,78.49,3.467,217.9188471,6.925,0.71,5137,0.44,5,B,South,4,2024-09-23
6,2024-09-30,1307551.92,0,82.51,3.355,218.2579435,6.925,0.15,2661,0.4,0,B,East,0,2024-09-30
6,2024-10-07,1481739.2,0,74.1,3.285,218.59704,6.551,0.58,2032,0.26,7,B,North,2,2024-10-07
6,2024-10-14,1386520.99,0,71.24,3.274,218.9109844,6.551,0.61,7912,0.07,4,A,North,3,2024-10-14
6,2024-10-21,1417922.37,0,68.53,3.353,219.0740167,6.551,0.42,7985,0.11,2,B,North,1,2024-10-21
6,2024-10-28,1419445.12,0,69.51,3.372,219.237049,6.551,0.74,5414,0.33,4,C,South,4,2024-10-28
6,2024-11-04,1523420.38,0,58.54,3.332,219.4000812,6.551,0.93,3156,0.19,0,C,North,4,2024-11-04
6,2024-11-11,1536176.54,0,61.33,3.297,219.5631135,6.551,0.93,5126,0.42,0,A,North,0,2024-11-11
6,2024-11-18,1524390.07,0,63.89,3.308,219.7897137,6.551,0.45,2060,0.47,3,A,East,5,2024-11-18
6,2024-11-25,2249811.55,1,62.78,3.236,220.0417412,6.551,0.11,5928,0.4,8,B,South,7,2024-11-25
6,2024-12-02,1688531.34,0,51.18,3.172,220.2937686,6.551,0.98,3543,0.19,8,B,North,5,2024-12-02
6,2024-12-09,1903385.14,0,43.64,3.158,220.5457961,6.551,0.84,2271,0.39,0,B,East,5,2024-12-09
6,2024-12-16,2034695.56,0,53.27,3.159,220.7671856,6.551,0.12,7295,0.18,2,B,North,3,2024-12-16
6,2024-12-23,2644633.02,0,49.45,3.112,220.9477245,6.551,0.92,6076,0.08,3,C,East,1,2024-12-23
6,2024-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,0.87,5388,0.02,1,B,North,9,2024-12-30
6,2024-01-06,1395339.71,0,50.82,3.157,221.3088023,6.132,0.52,7902,0.19,6,A,South,2,2024-01-06
6,2024-01-13,1344243.17,0,48.33,3.261,221.4893412,6.132,0.59,4752,0.45,2,C,West,0,2024-01-13
6,2024-01-20,1326255.7,0,55.37,3.268,221.5831306,6.132,0.4,4709,0.12,0,B,South,0,2024-01-20
6,2024-01-27,1315610.66,0,53.95,3.29,221.6769199,6.132,0.05,3154,0.1,0,B,East,4,2024-01-27
6,2024-02-03,1496305.78,0,57.45,3.36,221.7707093,6.132,0.34,7221,0.48,2,B,North,5,2024-02-03
6,2024-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,0.8,6405,0.01,5,B,South,8,2024-02-10
6,2024-02-17,1632616.09,0,49.03,3.51,222.026359,6.132,0.0,5853,0.39,3,B,North,1,2024-02-17
6,2024-02-24,1465187.71,0,59.17,3.555,222.2392726,6.132,0.33,7411,0.16,0,B,South,1,2024-02-24
6,2024-03-02,1550385.65,0,60.32,3.63,222.4521862,6.132,0.4,3745,0.02,6,B,East,1,2024-03-02
6,2024-03-09,1569304.4,0,57.89,3.669,222.6650998,6.132,0.54,5432,0.46,1,B,West,3,2024-03-09
6,2024-03-16,1748010.29,0,62.8,3.734,222.8186603,6.132,0.92,2337,0.07,4,A,South,3,2024-03-16
6,2024-03-23,1495143.62,0,63.71,3.787,222.8930835,6.132,0.35,2009,0.28,7,A,North,1,2024-03-23
6,2024-03-30,1508933.26,0,67.91,3.845,222.9675066,6.132,0.35,6144,0.14,6,B,North,2,2024-03-30
6,2024-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,0.74,7606,0.03,10,C,North,3,2024-04-06
6,2024-04-13,1616394.45,0,71.29,3.891,223.1163529,5.964,0.45,7440,0.02,7,A,East,3,2024-04-13
6,2024-04-20,1456073.24,0,68.64,3.877,223.17092,5.964,0.22,2730,0.06,9,A,East,2,2024-04-20
6,2024-04-27,1456221.1,0,71.5,3.814,223.2254871,5.964,0.45,6890,0.04,10,B,West,1,2024-04-27
6,2024-05-04,1543461.12,0,77.66,3.749,223.2800541,5.964,0.14,3648,0.38,5,B,North,0,2024-05-04
6,2024-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,0.18,6228,0.24,6,B,West,3,2024-05-11
6,2024-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,0.5,5654,0.17,8,A,North,0,2024-05-18
6,2024-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,0.42,4130,0.21,5,A,South,0,2024-05-25
6,2024-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,0.91,6471,0.46,8,B,South,2,2024-06-01
6,2024-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,0.36,4396,0.46,1,B,South,1,2024-06-08
6,2024-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,0.58,6366,0.36,1,C,North,5,2024-06-15
6,2024-06-22,1618272.25,0,81.2,3.346,223.4093906,5.964,0.63,3506,0.44,1,B,South,0,2024-06-22
6,2024-06-29,1648863.46,0,87.35,3.286,223.4506878,5.964,0.01,4158,0.16,5,B,North,1,2024-06-29
6,2024-07-06,1876359.39,0,82.95,3.227,223.4919851,5.668,0.66,4916,0.19,1,C,West,4,2024-07-06
6,2024-07-13,1588142.26,0,80.27,3.256,223.5332824,5.668,0.18,6171,0.31,2,A,East,5,2024-07-13
6,2024-07-20,1574361.97,0,81.57,3.311,223.5424501,5.668,0.96,5229,0.31,7,B,South,5,2024-07-20
6,2024-07-27,1513229.16,0,85.78,3.407,223.5516178,5.668,0.15,5603,0.24,7,A,North,5,2024-07-27
6,2024-08-03,1627274.93,0,87.55,3.417,223.5607856,5.668,0.41,3666,0.2,10,B,North,1,2024-08-03
6,2024-08-10,1588380.73,0,87.04,3.494,223.5699533,5.668,0.09,6424,0.49,3,A,West,2,2024-08-10
6,2024-08-17,1543049.52,0,87.53,3.571,223.6510224,5.668,1.0,6136,0.41,8,A,West,2,2024-08-17
6,2024-08-24,1501095.49,0,79.03,3.62,223.7860175,5.668,0.5,7286,0.22,7,C,East,4,2024-08-24
6,2024-08-31,1577439.81,0,83.58,3.638,223.9210125,5.668,0.6,4969,0.36,0,B,West,2,2024-08-31
6,2024-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,0.07,4689,0.13,7,C,East,10,2024-09-07
6,2024-09-14,1375166.86,0,76.41,3.717,224.2004678,5.668,0.75,4326,0.05,0,B,East,5,2024-09-14
6,2024-09-21,1425603.65,0,70.81,3.721,224.4017192,5.668,0.21,4810,0.18,3,B,West,1,2024-09-21
6,2024-09-28,1369131.46,0,77.82,3.666,224.6029706,5.668,0.9,4516,0.2,9,A,East,5,2024-09-28
6,2024-10-05,1518177.71,0,70.84,3.617,224.804222,5.329,0.21,5471,0.01,5,B,South,1,2024-10-05
6,2024-10-12,1459396.84,0,65.43,3.601,225.0054733,5.329,0.19,2012,0.41,6,B,East,2,2024-10-12
6,2024-10-19,1436883.99,0,69.68,3.594,225.0501013,5.329,0.04,7019,0.18,9,A,North,1,2024-10-19
6,2024-10-26,1431426.34,0,72.34,3.506,225.0686254,5.329,0.47,4970,0.29,3,B,North,3,2024-10-26
7,2024-02-05,496725.44,0,10.53,2.58,189.3816974,9.014,0.56,7938,0.04,7,A,North,5,2024-02-05
7,2024-02-12,524104.92,1,25.9,2.572,189.4642725,9.014,0.07,7328,0.09,7,B,West,5,2024-02-12
7,2024-02-19,506760.54,0,27.28,2.55,189.5340998,9.014,0.78,5621,0.44,8,B,North,4,2024-02-19
7,2024-02-26,496083.24,0,24.91,2.586,189.6018023,9.014,0.45,5683,0.3,5,C,West,3,2024-02-26
7,2024-03-05,491419.55,0,35.86,2.62,189.6695049,9.014,0.52,5473,0.48,3,A,North,1,2024-03-05
7,2024-03-12,480452.1,0,27.25,2.684,189.7372075,9.014,0.44,7310,0.5,1,B,East,2,2024-03-12
7,2024-03-19,574450.23,0,29.04,2.692,189.734262,9.014,0.4,5122,0.19,6,B,West,4,2024-03-19
7,2024-03-26,514731.6,0,23.33,2.717,189.7195417,9.014,0.56,5464,0.15,9,A,North,3,2024-03-26
7,2024-04-02,561145.14,0,38.26,2.725,189.7048215,8.963,0.16,2652,0.43,2,B,East,1,2024-04-02
7,2024-04-09,484263.25,0,33.79,2.75,189.6901012,8.963,0.18,7799,0.5,10,A,West,2,2024-04-09
7,2024-04-16,406228.19,0,41.89,2.765,189.6628845,8.963,0.86,2620,0.31,2,A,East,1,2024-04-16
7,2024-04-23,404751.25,0,43.07,2.776,189.6190057,8.963,0.95,5790,0.4,2,A,East,5,2024-04-23
7,2024-04-30,373655.61,0,38.99,2.766,189.575127,8.963,0.37,3645,0.39,3,C,East,3,2024-04-30
7,2024-05-07,395453.83,0,40.07,2.771,189.5312483,8.963,0.27,4243,0.18,1,A,West,3,2024-05-07
7,2024-05-14,372673.61,0,41.41,2.788,189.4904116,8.963,0.64,6512,0.29,4,B,West,4,2024-05-14
7,2024-05-21,395195.65,0,46.6,2.776,189.467827,8.963,0.41,6759,0.42,2,A,South,2,2024-05-21
7,2024-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,0.03,5491,0.34,9,A,South,0,2024-05-28
7,2024-06-04,509183.22,0,53.63,2.7,189.422658,8.963,0.16,7874,0.01,4,A,South,1,2024-06-04
7,2024-06-11,498580.87,0,63.59,2.684,189.4000734,8.963,0.72,5711,0.17,6,B,South,2,2024-06-11
7,2024-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,0.66,5688,0.07,8,A,West,0,2024-06-18
7,2024-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,0.03,3379,0.12,1,A,South,2,2024-06-25
7,2024-07-02,575570.77,0,61.31,2.728,189.4882603,9.017,0.22,6243,0.45,8,C,North,1,2024-07-02
7,2024-07-09,593462.34,0,58.0,2.711,189.5231276,9.017,0.23,4045,0.02,9,B,South,1,2024-07-09
